,Unnamed: 0,all_titles,all_years,all_scores,all_meta,all_votes,all_gross,all_genres,id
1114,1114,R.V.: Runaway Vacation,(2006),5.5,33        ,53761,"71,726,025","
Adventure, Comedy, Family            ",tt0449089
1115,1115,Mama,(I) (2013),6.2,57        ,162030,"71,628,180","
Horror, Thriller            ",tt2023587
1116,1116,Ruthless People,(1986),6.9,78        ,24437,"71,624,879","
Comedy, Crime            ",tt0091877
1117,1117,3 Men and a Little Lady,(1990),5.4,51        ,21160,"71,609,321","
Comedy, Drama, Family            ",tt0098966
1118,1118,Galaxy Quest,(1999),7.3,70        ,139846,"71,583,916","
Adventure, Comedy, Sci-Fi            ",tt0177789
1119,1119,Stargate,(1994),7.1,42        ,167683,"71,565,669","
Action, Adventure, Sci-Fi            ",tt0111282
1120,1120,Bridget Jones's Diary,(2001),6.7,66        ,210893,"71,543,427","
Comedy, Drama, Romance            ",tt0243155
1121,1121,The Bridges of Madison County,(1995),7.6,66        ,67107,"71,516,617","
Drama, Romance            ",tt0112579
1122,1122,Chocolat,(2000),7.2,64        ,170414,"71,509,363","
Drama, Romance            ",tt0241303
1123,1123,Sideways,(2004),7.5,94        ,171794,"71,503,593","
Comedy, Drama, Romance            ",tt0375063
1124,1124,"I Love You, Man",(2009),7.0,70        ,187540,"71,440,011","
Comedy, Romance            ",tt1155056
1125,1125,Safe Haven,(I) (2013),6.7,34        ,98812,"71,349,120","
Drama, Romance, Thriller            ",tt1702439
1126,1126,National Lampoon's Winter Holiday,(1989),7.6,49        ,135867,"71,320,000","
Comedy            ",tt0097958
1127,1127,Scary Movie 2,(2001),5.3,29        ,141590,"71,308,997","
Comedy            ",tt0257106
1128,1128,The Rescuers,(1977),6.9,74        ,53664,"71,215,869","
Animation, Adventure, Comedy            ",tt0076618
1129,1129,The Spiderwick Chronicles,(2008),6.5,62        ,83114,"71,195,053","
Action, Adventure, Drama            ",tt0416236
1130,1130,Turner & Hooch,(1989),6.1,36        ,59418,"71,079,915","
Comedy, Crime, Drama            ",tt0098536
1131,1131,The Score,(2001),6.8,71        ,114627,"71,069,884","
Crime, Drama, Thriller            ",tt0227445
1132,1132,Paul Blart: Mall Cop 2,(2015),4.4,13        ,31745,"71,038,190","
Action, Comedy, Crime            ",tt3450650
1133,1133,The Smurfs 2,(2013),5.3,34        ,35088,"71,017,784","
Animation, Adventure, Comedy            ",tt2017020
1134,1134,Bird on a Wire,(1990),6.0,36        ,37466,"70,980,000","
Action, Comedy            ",tt0099141
1135,1135,Groundhog Day,(1993),8.0,72        ,549943,"70,906,973","
Comedy, Fantasy, Romance            ",tt0107048
1136,1136,Shallow Hal,(2001),5.9,48        ,122278,"70,836,296","
Comedy, Drama, Fantasy            ",tt0256380
1137,1137,White Chicks,(2004),5.6,41        ,121756,"70,831,760","
Comedy, Crime            ",tt0381707
1138,1138,Broken Arrow,(1996),6.0,61        ,86924,"70,770,147","
Action, Adventure, Thriller            ",tt0115759
1139,1139,Any Which Way You Can,(1980),6.1,51        ,16283,"70,687,344","
Action, Comedy            ",tt0080377
1140,1140,No Strings Attached,(I) (2011),6.2,50        ,201100,"70,662,220","
Comedy, Romance            ",tt1411238
1141,1141,All the President's Men,(1976),8.0,80        ,94799,"70,600,000","
Biography, Drama, History            ",tt0074119
1142,1142,The Best Man Holiday,(2013),6.7,59        ,14150,"70,525,195","
Comedy, Drama            ",tt2083355
1143,1143,V for Vendetta,(2005),8.2,62        ,970209,"70,511,035","
Action, Drama, Sci-Fi            ",tt0434409
1144,1144,Mortal Kombat,(1995),5.8,58        ,95477,"70,454,098","
Action, Adventure, Fantasy            ",tt0113855
1145,1145,JFK,(1991),8.0,72        ,133022,"70,405,498","
Drama, History, Thriller            ",tt0102138
1146,1146,Shaft,(2000),5.9,50        ,70258,"70,334,258","
Action, Crime, Thriller            ",tt0162650
1147,1147,Moonraker,(1979),6.3,66        ,83787,"70,308,099","
Action, Adventure, Sci-Fi            ",tt0079574
1148,1148,World Trade Center,(2006),5.9,66        ,75012,"70,278,893","
Drama, History, Thriller            ",tt0469641
1149,1149,Rocky Balboa,(2006),7.1,63        ,194178,"70,270,943","
Drama, Sport            ",tt0479143
1150,1150,The Big Short,(2015),7.8,81        ,321089,"70,259,870","
Biography, Comedy, Drama            ",tt1596363
1151,1151,Fool's Gold,(I) (2008),5.7,29        ,69538,"70,231,041","
Action, Adventure, Comedy            ",tt0770752
1152,1152,Grumpy Old Men,(1993),7.0,53        ,40553,"70,172,621","
Comedy, Drama, Romance            ",tt0107050
1153,1153,Big Momma's House 2,(2006),4.7,34        ,38482,"70,165,972","
Comedy, Crime            ",tt0421729
1154,1154,Ferris Bueller's Day Off,(1986),7.8,61        ,295978,"70,136,369","
Comedy            ",tt0091042
1155,1155,Star Trek: Insurrection,(1998),6.4,64        ,66370,"70,117,571","
Action, Adventure, Sci-Fi            ",tt0120844
1156,1156,The Golden Compass,(2007),6.1,51        ,170389,"70,107,728","
Adventure, Family, Fantasy            ",tt0385752
1157,1157,Boomerang,(1992),5.5,45        ,24172,"70,100,000","
Comedy, Drama, Romance            ",tt0103859
1158,1158,Kill Bill: Vol. 1,(2003),8.1,69        ,931478,"70,099,045","
Action, Crime, Thriller            ",tt0266697
1159,1159,Blade,(1998),7.1,45        ,231669,"70,087,718","
Action, Horror, Sci-Fi            ",tt0120611
1160,1160,Act of Valor,(2012),6.5,40        ,64295,"70,012,847","
Action, Adventure, Drama            ",tt1591479
1161,1161,Born on the Fourth of July,(1989),7.2,75        ,91507,"70,001,698","
Biography, Drama, War            ",tt0096969
1162,1162,Seven Pounds,(2008),7.6,36        ,272930,"69,951,824","
Drama            ",tt0814314
1163,1163,Grumpier Old Men,(1995),6.7,46        ,22782,"69,870,000","
Comedy, Romance            ",tt0113228
1164,1164,Private Benjamin,(1980),6.2,59        ,22052,"69,847,348","
Comedy, War            ",tt0081375
1165,1165,Swordfish,(2001),6.5,32        ,170752,"69,772,969","
Action, Crime, Thriller            ",tt0244244
1166,1166,The Best Little Whorehouse in Texas,(1982),5.9,40        ,9260,"69,701,637","
Comedy, Musical            ",tt0083642
1167,1167,Nine Months,(1995),5.5,47        ,33682,"69,700,000","
Comedy, Romance            ",tt0113986
1168,1168,The Kid,(2000),6.1,45        ,38576,"69,691,949","
Comedy, Family, Fantasy            ",tt0219854
1169,1169,Divine Secrets of the Ya-Ya Sisterhood,(2002),6.1,48        ,17463,"69,599,016","
Drama            ",tt0279778
1170,1170,The First Purge,(2018),5.1,54        ,45440,"69,488,745","
Action, Horror, Sci-Fi            ",tt6133466
1171,1171,Hot Shots!,(1991),6.8,61        ,93369,"69,467,617","
Action, Comedy            ",tt0102059
1172,1172,The Thomas Crown Affair,(1999),6.8,72        ,82736,"69,304,264","
Crime, Romance, Thriller            ",tt0155267
1173,1173,Vertical Limit,(2000),5.9,48        ,55995,"69,243,859","
Action, Adventure, Drama            ",tt0190865
1174,1174,Game Night,(I) (2018),6.9,66        ,173617,"69,179,066","
Action, Comedy, Crime            ",tt2704998
1175,1175,Lost in Space,(1998),5.2,42        ,67108,"69,117,629","
Action, Adventure, Family            ",tt0120738
1176,1176,Good Boys,(II) (2019),6.8,60        ,23770,"69,056,735","
Adventure, Comedy            ",tt7343762
1177,1177,Guess Who,(2005),5.9,49        ,38556,"68,915,888","
Comedy, Romance            ",tt0372237
1178,1178,Cool Runnings,(1993),7.0,60        ,85708,"68,856,263","
Adventure, Comedy, Family            ",tt0106611
1179,1179,Witness,(1985),7.4,76        ,80048,"68,706,993","
Crime, Drama, Romance            ",tt0090329
1180,1180,Sahara,(2005),6.0,41        ,87940,"68,671,925","
Action, Adventure, Comedy            ",tt0318649
1181,1181,Book Club,(I) (2018),6.1,53        ,21034,"68,566,296","
Comedy, Drama, Romance            ",tt6857166
1182,1182,Percy Jackson: Sea of Monsters,(2013),5.8,39        ,104199,"68,559,554","
Adventure, Family, Fantasy            ",tt1854564
1183,1183,The House with a Clock in Its Walls,(2018),6.0,57        ,37179,"68,549,695","
Comedy, Fantasy, Horror            ",tt2119543
1184,1184,Road Trip,(2000),6.4,55        ,150713,"68,540,777","
Adventure, Comedy            ",tt0215129
1185,1185,Blue Streak,(1999),6.3,46        ,70256,"68,518,533","
Action, Comedy, Crime            ",tt0181316
1186,1186,Skyscraper,(2018),5.8,51        ,88618,"68,420,120","
Action, Adventure, Thriller            ",tt5758778
1187,1187,Purple Rain,(1984),6.6,55        ,17947,"68,392,977","
Drama, Music, Musical            ",tt0087957
1188,1188,Bring It On,(2000),6.0,52        ,82527,"68,379,000","
Comedy, Romance, Sport            ",tt0204946
1189,1189,Obsessed,(2009),5.0,25        ,27739,"68,261,644","
Drama, Romance, Thriller            ",tt1198138
1190,1190,Mr. Popper's Penguins,(2011),6.0,53        ,82173,"68,224,452","
Comedy, Family, Fantasy            ",tt1396218
1191,1191,Octopussy,(1983),6.6,63        ,88395,"67,900,000","
Action, Adventure, Thriller            ",tt0086034
1192,1192,Outbreak,(1995),6.6,65        ,102356,"67,823,573","
Action, Drama, Thriller            ",tt0114069
1193,1193,War Room,(2015),6.4,26        ,12074,"67,790,117","
Drama            ",tt3832914
1194,1194,Insidious: The Last Key,(2018),5.7,49        ,45623,"67,745,330","
Horror, Mystery, Thriller            ",tt5726086
1195,1195,Sudden Impact,(1983),6.6,52        ,37938,"67,642,693","
Action, Crime, Thriller            ",tt0086383
1196,1196,A Perfect Murder,(1998),6.5,50        ,74643,"67,638,368","
Crime, Drama, Thriller            ",tt0120787
1197,1197,The Tourist,(I) (2010),6.0,37        ,210458,"67,631,157","
Action, Adventure, Crime            ",tt1243957
1198,1198,This Is 40,(2012),6.2,59        ,120536,"67,544,505","
Comedy, Romance            ",tt1758830
1199,1199,Heat,(1995),8.2,76        ,535371,"67,436,818","
Crime, Drama, Thriller            ",tt0113277
1200,1200,Holes,(2003),7.0,71        ,71660,"67,406,573","
Adventure, Comedy, Drama            ",tt0311289
1201,1201,Instant Family,(2018),7.3,57        ,58202,"67,363,237","
Comedy, Drama            ",tt7401588
1202,1202,Insomnia,(2002),7.2,78        ,257929,"67,355,513","
Drama, Mystery, Thriller            ",tt0278504
1203,1203,A Good Day to Die Hard,(2013),5.3,28        ,190982,"67,349,198","
Action, Thriller            ",tt1606378
1204,1204,Role Models,(2008),6.8,61        ,213526,"67,294,270","
Comedy            ",tt0430922
1205,1205,Hidalgo,(2004),6.7,54        ,74684,"67,286,731","
Action, Adventure, Biography            ",tt0317648
1206,1206,Lights Out,(II) (2016),6.3,58        ,104730,"67,268,835","
Drama, Horror, Mystery            ",tt4786282
1207,1207,Coach Carter,(2005),7.3,57        ,115014,"67,264,877","
Biography, Drama, Sport            ",tt0393162
1208,1208,Hacksaw Ridge,(2016),8.1,71        ,383266,"67,209,615","
Biography, Drama, History            ",tt2119532
1209,1209,Coal Miner's Daughter,(1980),7.5,87        ,15565,"67,182,787","
Biography, Drama, Music            ",tt0080549
1210,1210,Race to Witch Mountain,(2009),5.7,52        ,52335,"67,172,594","
Action, Adventure, Family            ",tt1075417
1211,1211,Angel Has Fallen,(2019),6.7,45        ,18193,"67,162,153","
Action, Thriller            ",tt6189022
1212,1212,Dante's Peak,(1997),5.9,43        ,75852,"67,127,760","
Action, Adventure, Thriller            ",tt0118928
1213,1213,The Bounty Hunter,(I) (2010),5.6,22        ,114902,"67,061,228","
Action, Comedy, Romance            ",tt1038919
1214,1214,Waiting to Exhale,(1995),5.9,no,8919,"67,052,156","
Comedy, Drama, Romance            ",tt0114885
1215,1215,The Secret of My Success,(1987),6.5,36        ,27520,"66,995,879","
Comedy, Romance            ",tt0093936
1216,1216,102 Dalmatians,(2000),4.9,35        ,32590,"66,957,026","
Adventure, Comedy, Family            ",tt0211181
1217,1217,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",(2014),6.2,54        ,38169,"66,954,149","
Comedy, Family            ",tt1698641
1218,1218,Kangaroo Jack,(2003),4.4,16        ,27584,"66,934,963","
Action, Adventure, Comedy            ",tt0257568
1219,1219,End of Days,(1999),5.8,33        ,101687,"66,889,043","
Action, Fantasy, Horror            ",tt0146675
1220,1220,Changing Lanes,(2002),6.4,69        ,64196,"66,818,548","
Drama, Thriller            ",tt0264472
1221,1221,The Mexican,(2001),6.1,43        ,98630,"66,808,615","
Adventure, Comedy, Crime            ",tt0236493
1222,1222,Uncle Buck,(1989),7.0,51        ,77776,"66,758,538","
Comedy            ",tt0098554
1223,1223,The Godfather Part III,(1990),7.6,60        ,332624,"66,666,062","
Crime, Drama            ",tt0099674
1224,1224,Charlie Wilson's War,(2007),7.0,69        ,102464,"66,661,095","
Biography, Comedy, Drama            ",tt0472062
1225,1225,The Forgotten,(2004),5.8,43        ,62332,"66,641,205","
Drama, Mystery, Sci-Fi            ",tt0356618
1226,1226,Legends of the Fall,(1994),7.5,45        ,136602,"66,638,883","
Drama, Romance, War            ",tt0110322
1227,1227,Babe,(1995),6.7,83        ,110852,"66,600,000","
Comedy, Drama, Family            ",tt0112431
1228,1228,Contraband,(2012),6.5,51        ,112695,"66,528,000","
Action, Crime, Drama            ",tt1524137
1229,1229,The Bone Collector,(1999),6.7,45        ,144810,"66,518,655","
Crime, Drama, Mystery            ",tt0145681
1230,1230,Looper,(2012),7.4,84        ,508594,"66,486,205","
Action, Crime, Drama            ",tt1276104
1231,1231,The Final Destination,(2009),5.2,30        ,91207,"66,477,700","
Horror, Thriller            ",tt1144884
1232,1232,The League of Extraordinary Gentlemen,(2003),5.8,30        ,159740,"66,465,204","
Action, Adventure, Fantasy            ",tt0311429
1233,1233,Finding Forrester,(2000),7.3,62        ,79771,"66,400,000","
Drama            ",tt0181536
1234,1234,Bowfinger,(1999),6.4,71        ,63465,"66,384,775","
Comedy            ",tt0131325
1235,1235,Warm Bodies,(2013),6.9,60        ,211190,"66,380,662","
Comedy, Horror, Romance            ",tt1588173
1236,1236,The Parent Trap,(1998),6.5,64        ,111103,"66,308,518","
Adventure, Comedy, Drama            ",tt0120783
1237,1237,Big Fish,(2003),8.0,58        ,395349,"66,257,002","
Adventure, Drama, Fantasy            ",tt0319061
1238,1238,Kill Bill: Vol. 2,(2004),8.0,83        ,635440,"66,208,183","
Action, Crime, Thriller            ",tt0378194
1239,1239,Allegiant,(2016),5.7,33        ,98797,"66,184,051","
Action, Adventure, Mystery            ",tt3410834
1240,1240,Smokey and the Bandit Ride Again,(1980),5.3,41        ,13886,"66,132,626","
Action, Comedy            ",tt0081529
1241,1241,Herbie Fully Loaded,(2005),4.8,47        ,42858,"66,023,816","
Adventure, Comedy, Family            ",tt0400497
1242,1242,Magic Mike XXL,(2015),5.6,60        ,49337,"66,013,057","
Comedy, Drama, Music            ",tt2268016
1243,1243,The Manchurian Candidate,(2004),6.6,76        ,98625,"65,955,630","
Drama, Mystery, Sci-Fi            ",tt0368008
1244,1244,Anaconda,(1997),4.8,37        ,89345,"65,885,767","
Action, Adventure, Horror            ",tt0118615
1245,1245,X-Men: Dark Phoenix,(2019),5.8,43        ,109034,"65,845,974","
Action, Adventure, Sci-Fi            ",tt6565702
1246,1246,Bad Boys,(1995),6.9,41        ,212286,"65,807,024","
Action, Comedy, Crime            ",tt0112442
1247,1247,EverAfter,(1998),7.0,66        ,65870,"65,705,771","
Comedy, Drama, Romance            ",tt0120631
1248,1248,Stakeout,(1987),6.6,69        ,21930,"65,673,233","
Action, Comedy, Crime            ",tt0094025
1249,1249,Lara Croft Tomb Raider: The Cradle of Life,(2003),5.5,43        ,124133,"65,660,196","
Action, Adventure, Fantasy            ",tt0325703
1250,1250,Madea's Witness Protection,(2012),4.9,42        ,9642,"65,653,242","
Comedy, Crime, Drama            ",tt2215285
1251,1251,Deuce Bigalow: Male Gigolo,(1999),5.7,30        ,67608,"65,538,755","
Comedy, Romance            ",tt0205000
1252,1252,The Taking of Pelham 123,(2009),6.4,55        ,176572,"65,452,312","
Action, Crime, Thriller            ",tt1111422
1253,1253,Battleship,(2012),5.8,41        ,227706,"65,422,625","
Action, Adventure, Sci-Fi            ",tt1440129
1254,1254,Step Up,(2006),6.5,48        ,105776,"65,328,121","
Crime, Drama, Music            ",tt0462590
1255,1255,The Amityville Horror,(2005),6.0,33        ,100788,"65,233,369","
Horror            ",tt0384806
1256,1256,Lethal Weapon,(1987),7.6,68        ,223247,"65,207,127","
Action, Crime, Thriller            ",tt0093409
1257,1257,The Visit,(I) (2015),6.2,55        ,105186,"65,206,105","
Horror, Mystery, Thriller            ",tt3567288
1258,1258,Jack the Giant Slayer,(2013),6.2,51        ,125510,"65,187,603","
Adventure, Fantasy            ",tt1351685
1259,1259,Think Like a Man Too,(2014),5.8,38        ,18854,"65,182,182","
Comedy, Romance            ",tt2239832
1260,1260,Barbershop 2: Back in Business,(2004),5.7,59        ,13613,"65,111,277","
Comedy, Drama            ",tt0337579
1261,1261,Now You See Me 2,(2016),6.5,46        ,224055,"65,075,540","
Action, Adventure, Comedy            ",tt3110958
1262,1262,About Schmidt,(2002),7.1,85        ,118466,"65,016,287","
Comedy, Drama            ",tt0257360
1263,1263,Exodus: Gods and Kings,(2014),6.0,52        ,152996,"65,014,513","
Action, Drama, Fantasy            ",tt1528100
1264,1264,Wolf,(1994),6.2,no,49960,"65,012,000","
Drama, Horror, Romance            ",tt0111742
1265,1265,Friday the 13th,(2009),5.5,34        ,91287,"65,002,019","
Horror, Mystery, Thriller            ",tt0758746
1266,1266,Pitch Perfect,(2012),7.2,66        ,261692,"65,001,093","
Comedy, Music, Romance            ",tt1981677
1267,1267,The American President,(1995),6.8,67        ,49029,"65,000,000","
Comedy, Drama, Romance            ",tt0112346
1268,1268,Stuart Little 2,(2002),5.4,66        ,46835,"64,956,806","
Animation, Adventure, Comedy            ",tt0243585
1269,1269,Mirror Mirror,(I) (2012),5.6,46        ,80450,"64,935,167","
Adventure, Comedy, Drama            ",tt1667353
1270,1270,Staying Alive,(1983),4.6,23        ,13557,"64,892,670","
Drama, Music, Romance            ",tt0086361
1271,1271,Mr. Mum,(1983),6.5,50        ,19736,"64,800,000","
Comedy, Drama            ",tt0085970
1272,1272,Flushed Away,(2006),6.6,74        ,105191,"64,665,672","
Animation, Adventure, Comedy            ",tt0424095
1273,1273,L.A. Confidential,(1997),8.2,90        ,502647,"64,616,940","
Crime, Drama, Mystery            ",tt0119488
1274,1274,Chronicle,(2012),7.0,69        ,231903,"64,575,175","
Drama, Sci-Fi, Thriller            ",tt1706593
1275,1275,A Dog's Purpose,(2017),7.1,43        ,58376,"64,508,620","
Adventure, Comedy, Drama            ",tt1753383
1276,1276,The Happening,(2008),5.0,34        ,188542,"64,506,874","
Drama, Mystery, Sci-Fi            ",tt0949731
1277,1277,The Purge,(I) (2013),5.7,41        ,188660,"64,473,115","
Horror, Thriller            ",tt2184339
1278,1278,The Wedding Ringer,(2015),6.6,35        ,67782,"64,460,211","
Comedy            ",tt0884732
1279,1279,Field of Dreams,(1989),7.5,57        ,101796,"64,431,625","
Drama, Family, Fantasy            ",tt0097351
1280,1280,Miracle,(2004),7.5,68        ,44056,"64,378,093","
Biography, Drama, History            ",tt0349825
1281,1281,The Nut Job,(I) (2014),5.7,37        ,25085,"64,251,541","
Animation, Adventure, Comedy            ",tt1821658
1282,1282,Down to Earth,(2001),5.5,32        ,20876,"64,186,502","
Comedy, Fantasy            ",tt0231775
1283,1283,17 Again,(2009),6.3,48        ,170132,"64,167,069","
Comedy, Drama, Fantasy            ",tt0974661
1284,1284,Ice Age: Collision Course,(2016),5.7,34        ,50847,"64,063,008","
Animation, Adventure, Comedy            ",tt3416828
1285,1285,Deja Vu,(2006),7.0,59        ,280220,"64,038,616","
Action, Crime, Sci-Fi            ",tt0453467
1286,1286,Happy Feet Two,(2011),5.9,50        ,39212,"64,006,466","
Animation, Adventure, Comedy            ",tt1402488
1287,1287,Diary of a Wimpy Kid,(2010),6.2,56        ,39506,"64,003,625","
Comedy, Drama, Family            ",tt1196141
1288,1288,Working Girl,(1988),6.8,73        ,48650,"64,000,000","
Comedy, Drama, Romance            ",tt0096463
1289,1289,Sky High,(2005),6.2,62        ,73689,"63,946,815","
Adventure, Comedy, Family            ",tt0405325
1290,1290,Last Vegas,(2013),6.6,48        ,122968,"63,914,167","
Comedy, Drama            ",tt1204975
1291,1291,Scent of a Woman,(1992),8.0,59        ,238609,"63,895,607","
Drama            ",tt0105323
1292,1292,Mona Lisa Smile,(2003),6.5,45        ,73603,"63,860,942","
Drama            ",tt0304415
1293,1293,The Shape of Water,(2017),7.3,87        ,326175,"63,859,435","
Adventure, Drama, Fantasy            ",tt5580390
1294,1294,In & Out,(1997),6.4,70        ,36785,"63,856,929","
Comedy, Romance            ",tt0119360
1295,1295,Life,(I) (1999),6.8,63        ,42171,"63,844,974","
Comedy, Crime, Drama            ",tt0123964
1296,1296,The Witches of Eastwick,(1987),6.5,67        ,57746,"63,766,510","
Comedy, Fantasy, Horror            ",tt0094332
1297,1297,Song of the South,(1946),7.1,54        ,10340,"63,717,040","
Animation, Comedy, Family            ",tt0038969
1298,1298,What About Bob?,(1991),7.0,60        ,58860,"63,710,000","
Comedy            ",tt0103241
1299,1299,Unknown,(I) (2011),6.8,56        ,237979,"63,686,397","
Action, Mystery, Thriller            ",tt1401152
1300,1300,Thunderball,(1965),7.0,64        ,97340,"63,600,000","
Action, Adventure, Thriller            ",tt0059800
1301,1301,The Fifth Element,(1997),7.7,52        ,410824,"63,540,020","
Action, Adventure, Sci-Fi            ",tt0119116
1302,1302,Hope Springs,(2012),6.3,65        ,39127,"63,536,011","
Comedy, Drama, Romance            ",tt1535438
1303,1303,Risky Business,(1983),6.8,75        ,75274,"63,500,000","
Comedy, Crime, Drama            ",tt0086200
1304,1304,A Fish Called Wanda,(1988),7.5,80        ,124414,"63,493,712","
Comedy, Crime            ",tt0095159
1305,1305,The Fox and the Hound,(1981),7.3,65        ,78871,"63,456,988","
Animation, Adventure, Drama            ",tt0082406
1306,1306,Miami Vice,(2006),6.0,65        ,105010,"63,450,470","
Action, Crime, Thriller            ",tt0430357
1307,1307,The Time Traveller's Wife,(2009),7.1,47        ,134605,"63,414,846","
Drama, Fantasy, Romance            ",tt0452694
1308,1308,Tango & Cash,(1989),6.4,41        ,90510,"63,408,614","
Action, Comedy, Crime            ",tt0098439
1309,1309,She's All That,(1999),5.9,51        ,79794,"63,366,989","
Comedy, Romance            ",tt0160862
1310,1310,Saw IV,(2007),5.9,36        ,133426,"63,300,095","
Horror, Mystery, Thriller            ",tt0890870
1311,1311,Dave,(1993),6.8,76        ,46509,"63,270,710","
Comedy, Romance            ",tt0106673
1312,1312,Madea's Family Reunion,(2006),5.2,45        ,10218,"63,257,940","
Comedy, Drama, Romance            ",tt0455612
1313,1313,The Holiday,(2006),6.9,52        ,224211,"63,224,849","
Comedy, Romance            ",tt0457939
1314,1314,Forgetting Sarah Marshall,(2008),7.1,67        ,251277,"63,172,463","
Comedy, Drama, Romance            ",tt0800039
1315,1315,The Sorcerer's Apprentice,(2010),6.1,46        ,146011,"63,150,991","
Action, Adventure, Family            ",tt0963966
1316,1316,Rising Sun,(1993),6.2,56        ,40130,"63,095,271","
Action, Crime, Drama            ",tt0107969
1317,1317,A Nightmare on Elm Street,(2010),5.2,35        ,87326,"63,075,011","
Crime, Drama, Horror            ",tt1179056
1318,1318,Beavis and Butt-Head Do America,(1996),6.8,64        ,49138,"63,071,133","
Animation, Adventure, Comedy            ",tt0115641
1319,1319,The Boss,(2016),5.4,40        ,40251,"63,034,755","
Comedy            ",tt2702724
1320,1320,The Last Song,(2010),5.9,33        ,76586,"62,950,384","
Drama, Music, Romance            ",tt1294226
1321,1321,Scary Stories to Tell in the Dark,(2019),6.2,61        ,31201,"62,739,086","
Horror, Mystery, Thriller            ",tt3387520
1322,1322,London Has Fallen,(2016),5.9,28        ,131203,"62,678,608","
Action, Thriller            ",tt3300542
1323,1323,Jarhead,(2005),7.0,58        ,164033,"62,658,220","
Action, Biography, Drama            ",tt0418763
1324,1324,Black Mass,(2015),6.9,68        ,158697,"62,575,678","
Biography, Crime, Drama            ",tt1355683
1325,1325,The Crying Game,(1992),7.2,90        ,48162,"62,549,000","
Crime, Drama, Romance            ",tt0104036
1326,1326,The Fast and the Furious: Tokyo Drift,(2006),6.0,45        ,224917,"62,514,415","
Action, Crime, Thriller            ",tt0463985
1327,1327,The Adjustment Bureau,(2011),7.0,60        ,231406,"62,495,645","
Romance, Sci-Fi, Thriller            ",tt1385826
1328,1328,Underworld Awakening,(2012),6.4,39        ,140173,"62,321,039","
Action, Adventure, Drama            ",tt1496025
1329,1329,Underworld: Evolution,(2006),6.7,36        ,182444,"62,318,875","
Action, Adventure, Fantasy            ",tt0401855
1330,1330,For Your Eyes Only,(1981),6.8,54        ,85398,"62,300,000","
Action, Adventure, Thriller            ",tt0082398
1331,1331,Bewitched,(2005),4.8,34        ,66168,"62,252,415","
Comedy, Fantasy, Romance            ",tt0374536
1332,1332,Down and Out in Beverly Hills,(1986),6.2,82        ,14713,"62,134,225","
Comedy            ",tt0090966
1333,1333,Splash,(1984),6.2,71        ,64573,"62,100,000","
Comedy, Fantasy, Romance            ",tt0088161
1334,1334,The Wolfman,(2010),5.8,43        ,99298,"61,979,680","
Drama, Fantasy, Horror            ",tt0780653
1335,1335,Mousehunt,(1997),6.4,54        ,48443,"61,917,389","
Comedy            ",tt0119715
1336,1336,The Electric Horseman,(1979),6.3,64        ,6963,"61,801,971","
Comedy, Drama, Romance            ",tt0079100
1337,1337,Ender's Game,(2013),6.6,51        ,214266,"61,737,191","
Action, Adventure, Fantasy            ",tt1731141
1338,1338,Patton,(1970),7.9,91        ,89371,"61,700,000","
Biography, Drama, War            ",tt0066206
1339,1339,Miracles from Heaven,(2016),7.1,44        ,18444,"61,693,523","
Biography, Drama, Family            ",tt4257926
1340,1340,Cinderella Man,(2005),8.0,69        ,168572,"61,649,911","
Biography, Drama, History            ",tt0352248
1341,1341,The Goonies,(1985),7.8,62        ,224008,"61,503,218","
Adventure, Comedy, Family            ",tt0089218
1342,1342,Flatliners,(1990),6.6,55        ,76246,"61,490,000","
Drama, Horror, Sci-Fi            ",tt0099582
1343,1343,Deepwater Horizon,(2016),7.1,68        ,137471,"61,433,527","
Action, Drama, History            ",tt1860357
1344,1344,National Lampoon's Vacation,(1983),7.4,55        ,88762,"61,400,000","
Adventure, Comedy            ",tt0085995
1345,1345,Stomp the Yard,(2007),5.4,44        ,21210,"61,356,221","
Drama, Music, Romance            ",tt0775539
1346,1346,The Saint,(1997),6.2,50        ,59145,"61,355,436","
Action, Adventure, Romance            ",tt0120053
1347,1347,Rules of Engagement,(2000),6.4,45        ,42452,"61,335,230","
Drama, Thriller, War            ",tt0160797
1348,1348,The Cell,(2000),6.3,40        ,91274,"61,334,059","
Horror, Sci-Fi, Thriller            ",tt0209958
1349,1349,Misery,(1990),7.8,75        ,169361,"61,276,872","
Drama, Thriller            ",tt0100157
1350,1350,Friday Night Lights,(2004),7.2,70        ,55225,"61,188,085","
Action, Drama, Sport            ",tt0390022
1351,1351,The Shaggy Dog,(2006),4.4,43        ,17421,"61,123,569","
Comedy, Family, Fantasy            ",tt0393735
1352,1352,Prisoners,(2013),8.1,74        ,542921,"61,002,302","
Crime, Drama, Mystery            ",tt1392214
1353,1353,The Devil's Advocate,(1997),7.5,60        ,308209,"60,984,028","
Drama, Mystery, Thriller            ",tt0118971
1354,1354,Get Him to the Greek,(2010),6.4,65        ,163170,"60,974,475","
Comedy, Music            ",tt1226229
1355,1355,Mission to Mars,(2000),5.7,34        ,67808,"60,883,407","
Adventure, Sci-Fi, Thriller            ",tt0183523
1356,1356,Harlem Nights,(1989),6.1,16        ,18683,"60,864,870","
Comedy, Crime, Drama            ",tt0097481
