,Unnamed: 0,all_titles,all_years,all_scores,all_meta,all_votes,all_gross,all_genres,id
4202,4202,In Love and War,(1996),6.0,no,7812,"14,481,231","
Biography, Drama, Romance            ",tt0116621
4203,4203,Big Eyes,(I) (2014),7.0,62        ,79556,"14,479,776","
Biography, Crime, Drama            ",tt1126590
4204,4204,Welcome to Mooseport,(2004),5.2,33        ,11797,"14,469,428","
Comedy, Romance            ",tt0361925
4205,4205,Life or Something Like It,(2002),5.8,31        ,22196,"14,448,589","
Comedy, Romance            ",tt0282687
4206,4206,"Hello, My Name Is Doris",(2015),6.6,63        ,17769,"14,443,077","
Comedy, Drama, Romance            ",tt3766394
4207,4207,American Ultra,(2015),6.1,50        ,78487,"14,434,604","
Action, Comedy, Sci-Fi            ",tt3316948
4208,4208,Night of the Comet,(1984),6.4,no,17002,"14,418,922","
Comedy, Horror, Sci-Fi            ",tt0087799
4209,4209,Hollywoodland,(2006),6.5,62        ,31752,"14,415,222","
Biography, Crime, Drama            ",tt0427969
4210,4210,Halloween III: Season of the Witch,(1982),4.9,50        ,40035,"14,400,000","
Horror, Mystery, Sci-Fi            ",tt0085636
4211,4211,Woodlawn,(2015),6.5,57        ,6195,"14,393,862","
Drama, Sport            ",tt4183692
4212,4212,Godsend,(2004),4.8,24        ,24171,"14,379,751","
Action, Drama, Fantasy            ",tt0335121
4213,4213,Snow Falling on Cedars,(1999),6.7,44        ,13270,"14,378,353","
Drama, Mystery, Romance            ",tt0120834
4214,4214,Dark City,(1998),7.6,66        ,179662,"14,378,331","
Mystery, Sci-Fi, Thriller            ",tt0118929
4215,4215,Awake,(2007),6.5,33        ,70276,"14,377,198","
Crime, Drama, Mystery            ",tt0211933
4216,4216,Ishtar,(1987),4.4,52        ,9795,"14,375,181","
Action, Adventure, Comedy            ",tt0093278
4217,4217,The Buddy Holly Story,(1978),7.2,78        ,7663,"14,363,400","
Biography, Drama, Music            ",tt0077280
4218,4218,Memoirs of an Invisible Man,(1992),6.0,48        ,20947,"14,358,033","
Comedy, Romance, Sci-Fi            ",tt0104850
4219,4219,Rapid Fire,(1992),6.3,no,7760,"14,356,479","
Action, Crime, Drama            ",tt0105219
4220,4220,Un tè con Mussolini,(1999),6.9,53        ,10495,"14,348,123","
Comedy, Drama, War            ",tt0120857
4221,4221,Friday the 13th Part VIII: Jason Takes Manhattan,(1989),4.6,14        ,30640,"14,343,976","
Adventure, Horror, Thriller            ",tt0097388
4222,4222,Excess Baggage,(1997),5.4,34        ,12194,"14,327,206","
Action, Comedy, Crime            ",tt0119086
4223,4223,Lockout,(2012),6.1,48        ,90380,"14,326,864","
Action, Sci-Fi, Thriller            ",tt1592525
4224,4224,The Mosquito Coast,(1986),6.6,49        ,25113,"14,302,779","
Adventure, Drama, Thriller            ",tt0091557
4225,4225,Wish Upon,(2017),5.0,32        ,15841,"14,301,505","
Drama, Fantasy, Horror            ",tt5322012
4226,4226,The Detective,(1968),6.6,no,2642,"14,300,000","
Crime, Drama, Thriller            ",tt0062883
4227,4227,Ballistic: Ecks vs. Sever,(2002),3.7,19        ,18481,"14,294,842","
Action, Crime, Mystery            ",tt0308208
4228,4228,The Competition,(1980),6.6,no,1702,"14,287,755","
Drama, Romance, Music            ",tt0080556
4229,4229,The Wizard,(1989),6.1,no,12945,"14,278,900","
Adventure, Comedy, Drama            ",tt0098663
4230,4230,Joan of Arc,(1999),6.4,54        ,61856,"14,276,317","
Adventure, Biography, Drama            ",tt0151137
4231,4231,Criminal,(2016),6.3,36        ,53670,"14,268,533","
Action, Crime, Drama            ",tt3014866
4232,4232,The Edge of Seventeen,(2016),7.3,77        ,91692,"14,260,193","
Comedy, Drama            ",tt1878870
4233,4233,The Ice Pirates,(1984),5.7,no,9364,"14,255,801","
Action, Adventure, Comedy            ",tt0087451
4234,4234,Josie and the Pussycats,(2001),5.3,47        ,20752,"14,252,830","
Comedy, Music            ",tt0236348
4235,4235,Freddy Got Fingered,(2001),4.6,13        ,44391,"14,249,005","
Comedy            ",tt0240515
4236,4236,Amelia,(2009),5.8,37        ,11521,"14,241,034","
Adventure, Biography, Drama            ",tt1129445
4237,4237,The Return of the Living Dead,(1985),7.3,66        ,50712,"14,237,000","
Comedy, Horror, Sci-Fi            ",tt0089907
4238,4238,Scanners,(1981),6.8,60        ,44183,"14,225,876","
Horror, Sci-Fi, Thriller            ",tt0081455
4239,4239,Supernova,(I) (2000),4.9,19        ,16510,"14,218,868","
Horror, Sci-Fi, Thriller            ",tt0134983
4240,4240,Alex & Emma,(2003),5.6,32        ,12647,"14,208,384","
Comedy, Romance            ",tt0318283
4241,4241,Sweet Liberty,(1986),5.8,no,2469,"14,205,021","
Comedy            ",tt0092035
4242,4242,Chorus Line,(1985),6.2,46        ,8684,"14,202,899","
Drama, Music, Musical            ",tt0088915
4243,4243,Disaster Movie,(2008),1.9,15        ,84153,"14,190,901","
Comedy            ",tt1213644
4244,4244,Prince of Darkness,(1987),6.7,50        ,33702,"14,182,492","
Horror            ",tt0093777
4245,4245,Nevada Smith,(1966),6.9,no,6855,"14,170,000","
Western            ",tt0060748
4246,4246,The Wonderful World of the Brothers Grimm,(1962),6.4,no,1367,"14,170,000","
Animation, Adventure, Biography            ",tt0056700
4247,4247,Come September,(1961),7.1,no,2910,"14,170,000","
Comedy, Romance            ",tt0054759
4248,4248,Dirty Dancing: Havana Nights,(2004),6.0,39        ,25533,"14,161,590","
Drama, Music, Romance            ",tt0338096
4249,4249,Wholly Moses!,(1980),4.6,no,1682,"14,155,617","
Comedy, Fantasy            ",tt0081751
4250,4250,Ernest Scared Stupid,(1991),5.7,38        ,10146,"14,143,280","
Comedy, Family, Fantasy            ",tt0101821
4251,4251,Tank,(1984),5.8,no,3779,"14,134,877","
Action, Comedy, Drama            ",tt0088224
4252,4252,Spring Breakers,(2012),5.3,63        ,128986,"14,123,773","
Crime, Drama            ",tt2101441
4253,4253,Poltergeist III,(1988),4.7,40        ,15905,"14,114,488","
Horror, Thriller            ",tt0095889
4254,4254,Borg McEnroe,(2017),7.0,63        ,22520,"14,113,354","
Biography, Drama, Sport            ",tt5727282
4255,4255,Cool World,(1992),4.9,28        ,19539,"14,110,600","
Animation, Comedy, Fantasy            ",tt0104009
4256,4256,Dragonslayer,(1981),6.7,68        ,13792,"14,110,013","
Action, Adventure, Fantasy            ",tt0082288
4257,4257,How to Deal,(2003),5.6,45        ,8958,"14,108,518","
Comedy, Drama, Romance            ",tt0319524
4258,4258,Tomboy,(1985),4.7,no,1244,"14,100,000","
Comedy            ",tt0090184
4259,4259,Diner,(1982),7.1,82        ,17633,"14,100,000","
Comedy, Drama            ",tt0083833
4260,4260,Les Misérables,(1998),7.5,no,36403,"14,096,321","
Crime, Drama, History            ",tt0119683
4261,4261,The Perfect Weapon,(1991),6.0,no,3315,"14,061,361","
Action, Crime, Drama            ",tt0102655
4262,4262,The Emperor's Club,(2002),6.9,49        ,16047,"14,060,950","
Drama            ",tt0283530
4263,4263,The Beastmaster,(1982),6.2,18        ,18830,"14,056,528","
Action, Adventure, Fantasy            ",tt0083630
4264,4264,Private School,(1983),5.3,25        ,5363,"14,049,540","
Comedy, Romance            ",tt0086143
4265,4265,The Arrival,(1996),6.3,56        ,30120,"14,048,372","
Sci-Fi, Thriller            ",tt0115571
4266,4266,Cirque du Freak: The Vampire's Assistant,(2009),5.9,43        ,41471,"14,046,595","
Action, Adventure, Fantasy            ",tt0450405
4267,4267,FairyTale: A True Story,(1997),6.4,no,5272,"14,036,249","
Drama, Family, Fantasy            ",tt0119095
4268,4268,New York Minute,(I) (2004),4.9,33        ,20648,"14,018,364","
Comedy, Crime, Family            ",tt0363282
4269,4269,The Good Girl,(2002),6.4,71        ,41714,"14,015,786","
Drama, Romance            ",tt0279113
4270,4270,Love & Friendship,(2016),6.4,87        ,21601,"14,013,564","
Comedy, Drama, Romance            ",tt3068194
4271,4271,Virus,(1999),5.0,19        ,25112,"14,010,690","
Action, Horror, Sci-Fi            ",tt0120458
4272,4272,What's Your Number?,(2011),6.1,35        ,69033,"14,008,193","
Comedy, Romance            ",tt0770703
4273,4273,In Too Deep,(1999),6.3,53        ,5434,"14,003,141","
Crime, Thriller, Drama            ",tt0160401
4274,4274,Creepshow 2,(1987),6.1,39        ,20622,"14,000,000","
Comedy, Fantasy, Horror            ",tt0092796
4275,4275,The Survivors,(1983),5.9,no,4369,"14,000,000","
Comedy, Crime, Drama            ",tt0086397
4276,4276,Missing,(1982),7.7,78        ,16971,"14,000,000","
Biography, Drama, History            ",tt0084335
4277,4277,The Bad News Bears Go to Japan,(1978),3.7,31        ,2532,"14,000,000","
Comedy, Family, Sport            ",tt0077199
4278,4278,The Missouri Breaks,(1976),6.6,65        ,8822,"14,000,000","
Drama, Western            ",tt0074906
4279,4279,On a Clear Day You Can See Forever,(1970),6.4,no,3349,"14,000,000","
Comedy, Drama, Fantasy            ",tt0066181
4280,4280,Hatari!,(1962),7.2,no,10962,"14,000,000","
Action, Adventure, Drama            ",tt0056059
4281,4281,Left Behind,(I) (2014),3.1,12        ,34576,"13,998,282","
Action, Drama, Fantasy            ",tt2467046
4282,4282,Stand and Deliver,(1988),7.3,77        ,14980,"13,994,920","
Biography, Drama            ",tt0094027
4283,4283,Alice's Restaurant,(1969),6.3,no,3768,"13,991,240","
Comedy, Drama, Music            ",tt0064002
4284,4284,Imitation of Life,(1959),7.9,no,13720,"13,990,819","
Drama            ",tt0052918
4285,4285,Lord of the Flies,(1990),6.4,49        ,26364,"13,985,225","
Adventure, Drama, Thriller            ",tt0100054
4286,4286,It Comes at Night,(2017),6.2,78        ,72346,"13,985,117","
Horror, Mystery            ",tt4695012
4287,4287,The Sterile Cuckoo,(1969),6.8,no,1733,"13,982,357","
Comedy, Drama, Romance            ",tt0065037
4288,4288,Blues Brothers 2000,(1998),4.9,no,30182,"13,979,599","
Action, Comedy, Crime            ",tt0118747
4289,4289,Stealing Harvard,(2002),5.1,25        ,12138,"13,973,532","
Comedy, Crime            ",tt0265808
4290,4290,How to Be a Player,(1997),5.4,no,8489,"13,960,203","
Comedy            ",tt0119326
4291,4291,Jackie,(V) (2016),6.7,81        ,67644,"13,958,679","
Biography, Drama, History            ",tt1619029
4292,4292,Candyman: Farewell to the Flesh,(1995),5.3,no,9395,"13,940,383","
Horror            ",tt0112625
4293,4293,Soul Plane,(2004),4.5,33        ,20703,"13,922,211","
Comedy            ",tt0367085
4294,4294,Firehouse Dog,(2007),5.5,43        ,5378,"13,922,019","
Action, Comedy, Family            ",tt0476995
4295,4295,Hot Rod,(2007),6.7,43        ,71108,"13,920,741","
Comedy, Sport            ",tt0787475
4296,4296,Out Cold,(2001),6.3,22        ,16206,"13,903,262","
Comedy, Sport            ",tt0253798
4297,4297,"Suddenly, Last Summer",(1959),7.6,54        ,12826,"13,897,500","
Drama, Mystery, Thriller            ",tt0053318
4298,4298,Monsoon Wedding,(2001),7.3,77        ,22420,"13,876,974","
Comedy, Drama, Romance            ",tt0265343
4299,4299,My Stepmother Is an Alien,(1988),5.3,no,23921,"13,854,000","
Comedy, Sci-Fi            ",tt0095687
4300,4300,One Day,(2011),7.0,48        ,130397,"13,843,771","
Drama, Romance            ",tt1563738
4301,4301,Class of '44,(1973),5.4,no,407,"13,843,000","
Drama            ",tt0069888
4302,4302,Hamburger Hill,(1987),6.7,64        ,22068,"13,839,404","
Action, Drama, Thriller            ",tt0093137
4303,4303,Highlander III: The Sorcerer,(1994),4.5,28        ,18918,"13,829,734","
Action, Fantasy, Romance            ",tt0110027
4304,4304,The Milagro Beanfield War,(1988),6.8,no,5664,"13,825,794","
Comedy, Drama, Fantasy            ",tt0095638
4305,4305,The Duchess,(2008),6.9,62        ,73809,"13,823,741","
Biography, Drama, History            ",tt0864761
4306,4306,Desperate Measures,(1998),6.1,no,15223,"13,806,137","
Action, Crime, Drama            ",tt0118966
4307,4307,The Man Who Knew Too Little,(1997),6.7,no,28497,"13,801,755","
Comedy, Crime, Drama            ",tt0120483
4308,4308,Repo Men,(2010),6.3,32        ,97222,"13,794,835","
Action, Adventure, Crime            ",tt1053424
4309,4309,The Thing,(1982),8.1,57        ,341512,"13,782,838","
Horror, Mystery, Sci-Fi            ",tt0084787
4310,4310,A Hard Day's Night,(1964),7.6,96        ,37592,"13,780,024","
Comedy, Music, Musical            ",tt0058182
4311,4311,Sin City: A Dame to Kill For,(2014),6.5,46        ,143931,"13,757,804","
Action, Crime, Thriller            ",tt0458481
4312,4312,Letters from Iwo Jima,(2006),7.9,89        ,147939,"13,756,082","
Action, Adventure, Drama            ",tt0498380
4313,4313,Blow Out,(1981),7.4,85        ,38992,"13,747,234","
Mystery, Thriller            ",tt0082085
4314,4314,Trespass,(1992),6.3,no,9488,"13,747,138","
Action, Thriller            ",tt0105636
4315,4315,Hit and Run,(2012),6.1,50        ,32754,"13,746,550","
Action, Comedy            ",tt2097307
4316,4316,Broken Flowers,(2005),7.2,79        ,93785,"13,744,960","
Comedy, Drama, Mystery            ",tt0412019
4317,4317,Great Balls of Fire!,(1989),6.2,49        ,14642,"13,741,060","
Biography, Drama, Music            ",tt0097457
4318,4318,The Tailor of Panama,(2001),6.1,66        ,26680,"13,729,742","
Comedy, Drama, Thriller            ",tt0236784
4319,4319,The Wings of the Dove,(1997),7.1,73        ,9963,"13,718,385","
Drama, Romance            ",tt0120520
4320,4320,The Man from Snowy River II,(1988),6.6,no,2142,"13,687,027","
Adventure, Drama, Western            ",tt0095993
4321,4321,Hey Arnold! The Movie,(2002),5.9,47        ,6016,"13,684,949","
Animation, Adventure, Comedy            ",tt0314166
4322,4322,Mutiny on the Bounty,(1962),7.3,48        ,13916,"13,680,000","
Adventure, Drama, History            ",tt0056264
4323,4323,One Magic Christmas,(1985),6.6,no,2764,"13,677,222","
Family, Fantasy            ",tt0089731
4324,4324,The Pagemaster,(1994),6.1,no,19615,"13,670,688","
Animation, Adventure, Comedy            ",tt0110763
4325,4325,Vice Versa,(1988),5.9,no,8792,"13,664,060","
Comedy, Fantasy            ",tt0096380
4326,4326,Warrior,(2011),8.2,71        ,410815,"13,657,115","
Drama, Sport            ",tt1291584
4327,4327,Burnt,(I) (2015),6.6,42        ,98624,"13,650,738","
Comedy, Drama            ",tt2503944
4328,4328,Crooklyn,(1994),7.0,65        ,8347,"13,640,000","
Comedy, Drama            ",tt0109504
4329,4329,Poms,(2019),5.7,36        ,2227,"13,631,124","
Comedy, Drama, Sport            ",tt5125894
4330,4330,Crank 2: High Voltage,(2009),6.2,41        ,133921,"13,630,226","
Action, Crime, Thriller            ",tt1121931
4331,4331,Y Tu Mamá También,(2001),7.6,88        ,108988,"13,622,333","
Drama            ",tt0245574
4332,4332,The Crush,(1993),5.8,no,15142,"13,609,396","
Drama, Thriller            ",tt0106627
4333,4333,Supergirl,(1984),4.4,42        ,17352,"13,600,000","
Action, Adventure, Fantasy            ",tt0088206
4334,4334,Osmosis Jones,(2001),6.3,57        ,30351,"13,596,911","
Animation, Action, Adventure            ",tt0181739
4335,4335,The Ladies' Man,(2000),5.2,22        ,12001,"13,592,872","
Comedy            ",tt0213790
4336,4336,Juwanna Mann,(2002),4.6,24        ,5906,"13,571,817","
Comedy, Drama, Romance            ",tt0247444
4337,4337,Nixon,(1995),7.1,66        ,27379,"13,560,960","
Biography, Drama, History            ",tt0113987
4338,4338,Tomcats,(2001),5.4,15        ,16932,"13,558,739","
Comedy            ",tt0246989
4339,4339,The Little Vampire,(2000),5.7,45        ,9023,"13,555,988","
Adventure, Comedy, Family            ",tt0192255
4340,4340,Trial and Error,(1997),5.8,no,5760,"13,548,764","
Comedy, Romance            ",tt0120373
4341,4341,Shaun Of The Dead,(2004),7.9,76        ,480774,"13,542,874","
Comedy, Horror            ",tt0365748
4342,4342,Eighth Grade,(2018),7.4,89        ,49293,"13,539,709","
Comedy, Drama            ",tt7014006
4343,4343,The Gate,(1987),6.1,55        ,13871,"13,539,458","
Fantasy, Horror            ",tt0093075
4344,4344,Hush,(1998),5.5,18        ,9198,"13,513,622","
Drama, Thriller            ",tt0118744
4345,4345,The Stewardesses,(1969),3.7,no,236,"13,500,000","
Comedy, Drama            ",tt0168192
4346,4346,Mrs. Miniver,(1942),7.6,no,14587,"13,500,000","
Drama, Romance, War            ",tt0035093
4347,4347,Charade,(1963),7.9,83        ,61866,"13,474,588","
Comedy, Mystery, Romance            ",tt0056923
4348,4348,The Grifters,(1990),6.9,86        ,23980,"13,446,769","
Crime, Drama, Thriller            ",tt0099703
4349,4349,One Crazy Summer,(1986),6.5,47        ,13071,"13,431,806","
Comedy, Romance            ",tt0091680
4350,4350,Extremities,(1986),6.3,no,3142,"13,418,091","
Drama, Thriller            ",tt0091024
4351,4351,Secrets & Lies,(1996),8.0,91        ,34380,"13,417,292","
Drama            ",tt0117589
4352,4352,Dredd,(2012),7.1,60        ,238621,"13,414,714","
Action, Crime, Sci-Fi            ",tt1343727
4353,4353,A Kid in King Arthur's Court,(1995),4.7,34        ,5388,"13,406,717","
Adventure, Comedy, Family            ",tt0113538
4354,4354,Rex,(2017),7.1,66        ,19793,"13,406,304","
Biography, Drama, War            ",tt4899370
4355,4355,Alfie,(2004),6.2,49        ,48808,"13,399,812","
Comedy, Drama, Romance            ",tt0375173
4356,4356,One Night with the King,(2006),6.2,38        ,6495,"13,395,961","
Biography, Drama, History            ",tt0430431
4357,4357,Bullets Over Broadway,(1994),7.4,no,33613,"13,383,737","
Comedy, Crime            ",tt0109348
4358,4358,The Deep End of the Ocean,(1999),6.4,45        ,12242,"13,376,506","
Drama            ",tt0120646
4359,4359,Friends with Money,(2006),5.8,68        ,24943,"13,367,101","
Comedy, Drama, Romance            ",tt0436331
4360,4360,Labor Day,(2013),6.9,52        ,39965,"13,362,308","
Drama, Romance            ",tt1967545
4361,4361,Mr. Saturday Night,(1992),5.9,no,4307,"13,351,357","
Comedy, Drama            ",tt0104928
4362,4362,The Haunting of Molly Hartley,(2008),3.9,28        ,9072,"13,350,177","
Drama, Horror, Thriller            ",tt1045655
4363,4363,The Comebacks,(2007),4.3,25        ,10784,"13,349,251","
Comedy, Sport            ",tt0790804
4364,4364,De-Lovely,(2004),6.6,53        ,10499,"13,337,299","
Biography, Drama, Music            ",tt0352277
4365,4365,A Woman Under the Influence,(1974),8.2,88        ,18788,"13,336,830","
Drama, Romance            ",tt0072417
4366,4366,The Sons of Katie Elder,(1965),7.2,no,13307,"13,333,333","
Western            ",tt0059740
4367,4367,The Tree of Life,(2011),6.8,85        ,158741,"13,303,319","
Drama, Fantasy            ",tt0478304
4368,4368,What a Way to Go!,(1964),7.0,no,3789,"13,298,000","
Comedy, Romance            ",tt0058743
4369,4369,Lord of Illusions,(1995),6.1,no,13699,"13,293,081","
Horror, Mystery, Thriller            ",tt0113690
4370,4370,The Pick-up Artist,(1987),5.3,47        ,6087,"13,290,368","
Comedy, Crime, Drama            ",tt0093737
4371,4371,The Entity,(1982),6.6,35        ,13626,"13,277,558","
Drama, Horror            ",tt0082334
4372,4372,Sugar & Spice,(2001),5.7,48        ,13007,"13,276,953","
Comedy, Crime            ",tt0186589
4373,4373,Body of Evidence,(1992),4.5,no,13260,"13,275,426","
Drama, Thriller            ",tt0106453
4374,4374,Alfred Hitchcock's North by Northwest,(1959),8.3,98        ,278422,"13,275,000","
Adventure, Mystery, Thriller            ",tt0053125
4375,4375,Class Act,(1992),6.1,no,6407,"13,272,113","
Comedy            ",tt0103978
4376,4376,Lone Star,(1996),7.4,78        ,26530,"13,269,963","
Drama, Mystery            ",tt0116905
4377,4377,American Outlaws,(2001),6.0,25        ,13343,"13,264,986","
Action, Western            ",tt0244000
4378,4378,The Mod Squad,(1999),4.3,16        ,8430,"13,260,050","
Action, Crime, Thriller            ",tt0120757
4379,4379,Visiting Hours,(1982),5.7,no,3381,"13,258,670","
Horror, Thriller            ",tt0083296
4380,4380,Roller Boogie,(1979),4.5,no,1489,"13,253,715","
Drama, Music            ",tt0079822
4381,4381,Vice Squad,(1982),6.5,no,1715,"13,253,583","
Action, Crime, Drama            ",tt0084861
4382,4382,Case 39,(2009),6.2,25        ,73300,"13,248,477","
Horror, Mystery, Thriller            ",tt0795351
4383,4383,Koneko monogatari,(1986),7.0,no,10035,"13,245,219","
Adventure, Drama, Family            ",tt0097050
4384,4384,Crazy People,(1990),6.0,no,3959,"13,236,513","
Comedy, Drama            ",tt0099316
4385,4385,Inside Llewyn Davis,(2013),7.5,93        ,126739,"13,235,319","
Comedy, Drama, Music            ",tt2042568
4386,4386,Daddy Day Camp,(2007),3.1,13        ,14764,"13,235,267","
Comedy, Family            ",tt0462244
4387,4387,Ghost Town,(I) (2008),6.7,72        ,66657,"13,214,030","
Comedy, Drama, Fantasy            ",tt0995039
4388,4388,Feardotcom,(2002),3.4,16        ,19079,"13,208,023","
Crime, Horror, Thriller            ",tt0295254
4389,4389,Enchanted April,(1991),7.4,78        ,5739,"13,200,170","
Drama            ",tt0101811
4390,4390,Untouchable,(2011),8.5,57        ,697562,"13,182,281","
Biography, Comedy, Drama            ",tt1675434
4391,4391,Critters,(1986),6.1,52        ,29239,"13,167,232","
Comedy, Horror, Sci-Fi            ",tt0090887
4392,4392,The Unsinkable Molly Brown,(1964),6.8,no,3139,"13,167,200","
Biography, Comedy, Musical            ",tt0058708
4393,4393,Greedy,(1994),6.3,no,12093,"13,145,977","
Comedy            ",tt0109936
4394,4394,Bye Bye Birdie,(1963),6.6,no,7010,"13,129,412","
Comedy, Musical            ",tt0056891
4395,4395,The Peanut Butter Falcon,(2019),7.8,70        ,11762,"13,122,642","
Adventure, Comedy, Drama            ",tt4364194
4396,4396,Jason X,(2001),4.4,25        ,47642,"13,121,555","
Action, Horror, Sci-Fi            ",tt0211443
4397,4397,Dr. T & the Women,(2000),4.6,64        ,17058,"13,113,041","
Comedy, Drama, Romance            ",tt0205271
4398,4398,Author! Author!,(1982),6.2,no,4762,"13,111,101","
Comedy, Drama, Family            ",tt0083598
4399,4399,Back to the Beach,(1987),5.9,no,2571,"13,110,903","
Comedy, Musical            ",tt0092608
4400,4400,Rosewood,(1997),7.2,71        ,7017,"13,104,494","
Action, Drama, History            ",tt0120036
4401,4401,Frailty,(2001),7.2,64        ,72474,"13,103,828","
Crime, Drama, Thriller            ",tt0264616
4402,4402,The Evil That Men Do,(1984),6.1,no,3159,"13,102,025","
Action, Drama, Thriller            ",tt0087222
4403,4403,Playing for Keeps,(2012),5.7,27        ,27682,"13,101,142","
Comedy, Romance, Sport            ",tt1540128
4404,4404,The Rum Diary,(2011),6.2,56        ,95632,"13,100,042","
Comedy, Drama            ",tt0376136
4405,4405,Whiplash,(2014),8.5,88        ,640860,"13,092,000","
Drama, Music            ",tt2582802
4406,4406,American Me,(1992),7.2,66        ,7328,"13,086,430","
Biography, Crime, Drama            ",tt0103671
4407,4407,Cat's Eye,(1985),6.3,70        ,21354,"13,086,000","
Comedy, Horror, Thriller            ",tt0088889
4408,4408,Flyboys,(2006),6.5,47        ,39880,"13,082,288","
Action, Drama, History            ",tt0454824
4409,4409,A Boy Called Charlie Brown,(1969),7.3,no,4115,"13,080,000","
Animation, Comedy, Drama            ",tt0064107
4410,4410,25th Hour,(2002),7.6,67        ,164082,"13,060,843","
Drama            ",tt0307901
4411,4411,Ghosts from the Past,(1996),6.7,no,9638,"13,052,741","
Drama, History            ",tt0116410
4412,4412,Whip It,(2009),6.9,68        ,61777,"13,043,363","
Drama, Sport            ",tt1172233
4413,4413,Clockers,(1995),6.9,71        ,19265,"13,040,603","
Crime, Drama, Mystery            ",tt0112688
4414,4414,Angela's Ashes,(1999),7.3,54        ,19339,"13,038,660","
Drama            ",tt0145653
4415,4415,Senseless,(1998),6.1,36        ,13493,"13,035,599","
Comedy, Romance            ",tt0120820
4416,4416,To Be or Not to Be,(1983),6.8,61        ,9629,"13,030,214","
Comedy            ",tt0086450
4417,4417,I'm Gonna Git You Sucka,(1988),6.6,48        ,11612,"13,030,057","
Action, Comedy, Crime            ",tt0095348
4418,4418,The First Great Train Robbery,(1978),6.9,68        ,14676,"13,027,857","
Adventure, Crime, Drama            ",tt0079240
4419,4419,How to Eat Fried Worms,(2006),5.3,56        ,4869,"13,022,756","
Comedy, Family            ",tt0462346
4420,4420,The Crew,(2000),5.6,37        ,4380,"13,019,253","
Comedy, Crime            ",tt0198386
4421,4421,They Live,(1988),7.3,54        ,99927,"13,008,928","
Action, Horror, Sci-Fi            ",tt0096256
4422,4422,Gypsy,(1962),7.2,no,5111,"13,008,000","
Biography, Comedy, Drama            ",tt0056048
4423,4423,House of Sand and Fog,(2003),7.5,71        ,62583,"13,005,485","
Crime, Drama            ",tt0315983
4424,4424,Real Genius,(1985),7.0,71        ,28515,"13,000,000","
Comedy, Romance, Sci-Fi            ",tt0089886
4425,4425,Stroker Ace,(1983),4.9,30        ,3332,"13,000,000","
Action, Comedy, Romance            ",tt0086379
4426,4426,The Concorde... Airport '79,(1979),4.5,no,5165,"13,000,000","
Action, Drama, Thriller            ",tt0078740
4427,4427,"Run, Angel, Run!",(1969),5.3,no,210,"13,000,000","
Action, Drama            ",tt0064911
4428,4428,High Society,(1956),7.0,no,12809,"13,000,000","
Comedy, Musical, Romance            ",tt0049314
4429,4429,Guys and Dolls,(1955),7.2,no,14391,"13,000,000","
Comedy, Crime, Musical            ",tt0048140
4430,4430,The Quiet American,(2002),7.0,84        ,26348,"12,987,647","
Drama, Romance, Thriller            ",tt0258068
4431,4431,Do You Believe?,(2015),6.1,22        ,6602,"12,985,267","
Drama            ",tt4056738
4432,4432,Man's Best Friend,(1993),5.2,no,3780,"12,974,636","
Comedy, Horror, Sci-Fi            ",tt0107504
4433,4433,El Dorado,(1967),7.6,85        ,22266,"12,971,000","
Drama, Romance, Western            ",tt0061619
4434,4434,April Fool's Day,(1986),6.2,no,12971,"12,947,763","
Horror, Mystery            ",tt0090655
4435,4435,Perfect,(1985),4.5,46        ,4284,"12,918,858","
Drama, Romance            ",tt0089798
4436,4436,Living Out Loud,(1998),6.5,64        ,4411,"12,902,790","
Comedy, Drama, Romance            ",tt0120722
4437,4437,Vision Quest,(1985),6.6,55        ,7282,"12,900,000","
Drama, Romance, Sport            ",tt0090270
4438,4438,Volver,(I) (2006),7.6,84        ,89526,"12,899,867","
Comedy, Drama            ",tt0441909
4439,4439,A Far Off Place,(1993),6.6,no,3183,"12,890,752","
Adventure, Drama, Family            ",tt0106868
4440,4440,Gods and Generals,(2003),6.4,30        ,14700,"12,870,569","
Biography, Drama, History            ",tt0279111
4441,4441,The Collection,(II) (2012),6.1,38        ,43078,"12,842,058","
Horror, Thriller            ",tt1748227
4442,4442,They,(2002),4.8,31        ,12008,"12,840,842","
Horror, Mystery, Thriller            ",tt0283632
4443,4443,The Honeymooners,(2005),3.3,31        ,6839,"12,834,056","
Comedy, Drama, Family            ",tt0373908
4444,4444,Wicker Park,(2004),7.0,40        ,50860,"12,831,121","
Drama, Mystery, Romance            ",tt0324554
4445,4445,Black Dog,(1998),5.4,no,8037,"12,829,351","
Action, Crime, Drama            ",tt0120610
4446,4446,Anna Karenina,(I) (2012),6.6,63        ,86278,"12,816,367","
Drama, Romance            ",tt1781769
4447,4447,Shoot 'Em Up,(2007),6.7,49        ,140779,"12,807,139","
Action            ",tt0465602
4448,4448,Highlander: Endgame,(2000),4.6,21        ,18605,"12,801,190","
Action, Adventure, Fantasy            ",tt0144964
4449,4449,The Nun's Story,(1959),7.6,no,8682,"12,800,000","
Drama            ",tt0053131
4450,4450,Rachel Getting Married,(2008),6.7,82        ,45571,"12,796,277","
Drama, Romance            ",tt1084950
4451,4451,Beasts of the Southern Wild,(2012),7.3,86        ,78132,"12,795,746","
Adventure, Drama, Fantasy            ",tt2125435
